dci_a,dci_b,severity,description
ANTIPARKINSONIENS DOPAMINERGIQUES,NEUROLEPTIQUES ANTIPSYCHOTIQUES,DECONSEILLEE,"Antagonisme réciproque du dopaminergique et des neuroleptiques. Le dopaminergique peut provoquer ou aggraver les troubles psychotiques. En cas de nécessité d'un traitement par neuroleptiques chez le patient parkinsonien traité par dopaminergique, ces derniers doivent être diminués progressivement jusqu'à l'arrêt (leur arrêt brutal expose à un risque de ""syndrome malin des neuroleptiques"")."
ANTIPURINES,ANTIVITAMINES K,PRECAUTION_EMPLOI,Augmentation du risque hémorragique. Contrôle plus fréquent de l'INR. Adaptation éventuelle de la posologie de l'antivitamine K à la mise en route du traitement par l'immunomodulateur et après son arrêt.
ANTIPURINES,RIBAVIRINE,DECONSEILLEE,"Risque majoré d'effets indésirables graves, par inhibition du métabolisme de l'immunomodulateur par la ribavirine."
ANTISÉCRÉTOIRES ANTIHISTAMINIQUES H2,ATAZANAVIR,A_PRENDRE_EN_COMPTE,Risque de diminution des concentrations plasmatiques de l'atazanavir.
ANTISÉCRÉTOIRES ANTIHISTAMINIQUES H2,CYANOCOBALAMINE,A_PRENDRE_EN_COMPTE,"Risque de carence en cyanocobalamine après traitement prolongé (quelques années), la réduction de l’acidité gastrique par ces médicaments pouvant diminuer l’absorption digestive de la vitamine B12."
ANTISEPTIQUES MERCURIELS,POVIDONE IODÉE,DECONSEILLEE,"Erythèmes, phlyctènes, voire nécrose cutanéo-muqueuse (formation d'un complexe caustique en cas d'utilisation concomitante d'antiseptiques iodés et mercuriels). L'interaction dépend de la stabilité de l'organo-mercuriel au niveau cutané et de la sensibilité individuelle."
ANTI-TNF ALPHA,ABATACEPT,DECONSEILLEE,Majoration de l’immunodépression.
ANTITUSSIFS MORPHINE-LIKE,METHADONE,A_PRENDRE_EN_COMPTE,"Risque majoré de dépression respiratoire, pouvant être fatale en cas de surdosage."
ANTITUSSIFS MORPHINIQUES VRAIS,METHADONE,A_PRENDRE_EN_COMPTE,"Risque majoré de dépression respiratoire, pouvant être fatale en cas de surdosage."
ANTIVITAMINES K,ALLOPURINOL,PRECAUTION_EMPLOI,Augmentation du risque hémorragique. Contrôle plus fréquent de l'INR. Adaptation éventuelle de la posologie de l'antivitamine K pendant le traitement par l'allopurinol et 8 jours après son arrêt.
ANTIVITAMINES K,AMIODARONE,PRECAUTION_EMPLOI,Augmentation de l'effet de l'antivitamine K et du risque hémorragique. Contrôle plus fréquent de l'INR. Adaptation éventuelle de la posologie de l'antivitamine K pendant le traitement par l'amiodarone et jusqu'à 4 semaines après son arrêt.
ANTIVITAMINES K,ANDROGÈNES,PRECAUTION_EMPLOI,Augmentation du risque hémorragique par effet direct sur la coagulation et/ou les systèmes fibrinolytiques. Contrôle plus fréquent de l’INR. Adaptation de la posologie de l’antivitamine K pendant le traitement par l'androgène et après son arrêt.
APALUTAMIDE,ATORVASTATINE,DECONSEILLEE,"Risque de diminution très importante des concentrations de l'atorvastatine, et perte d‘efficacité, par augmentation de son métabolisme hépatique par l’apalutamide."
APALUTAMIDE,CABAZITAXEL,DECONSEILLEE,"Risque de diminution très importante des concentrations du cabazitaxel, et perte d‘efficacité, par augmentation de son métabolisme hépatique par l’apalutamide."
APALUTAMIDE,DOCETAXEL,DECONSEILLEE,"Risque de diminution très importante des concentrations du docétaxel, et perte d‘efficacité, par augmentation de son métabolisme hépatique par l’apalutamide."
APALUTAMIDE,IMMUNOSUPPRESSEURS,DECONSEILLEE,"Risque de diminution très importante des concentrations des immunosuppresseurs, et perte d‘efficacité, par augmentation de leur métabolisme hépatique par l’apalutamide."
APALUTAMIDE,METHADONE,DECONSEILLEE,"Risque de diminution très importante des concentrations de la méthadone, et perte d‘efficacité, par augmentation de son métabolisme hépatique par l’apalutamide."
APALUTAMIDE,OLAPARIB,DECONSEILLEE,"Risque de diminution très importante des concentrations de l'olaparib, et perte d‘efficacité, par augmentation de son métabolisme hépatique par l’apalutamide."
APALUTAMIDE,OMEPRAZOLE,DECONSEILLEE,"Risque de diminution très importante des concentrations de l'oméprazole, et perte d‘efficacité, par augmentation de son métabolisme hépatique par l’apalutamide."
APALUTAMIDE,PIMOZIDE,DECONSEILLEE,"Risque de diminution très importante des concentrations du pimozide, et perte d‘efficacité, par augmentation de son métabolisme hépatique par l’apalutamide."
APALUTAMIDE,SIMVASTATINE,DECONSEILLEE,"Risque de diminution très importante des concentrations de la simvastatine, et perte d‘efficacité, par augmentation de son métabolisme hépatique par l’apalutamide."
APIXABAN,FLUCONAZOLE,DECONSEILLEE,"Augmentation des concentrations plasmatiques de l'apixaban par le fluconazole, avec majoration du risque de saignement."
APIXABAN,RIFAMPICINE,DECONSEILLEE,"Diminution des concentrations plasmatiques de l’apixaban par la rifampicine, avec risque de diminution de l’effet thérapeutique."
APOMORPHINE,SÉTRONS,CONTRE_INDICATION,Des hypotensions sévères et des pertes de connaissance ont été rapportées lors de l’association d’un sétron avec l’apomorphine.
APREPITANT,ANTIVITAMINES K,A_PRENDRE_EN_COMPTE,Risque de diminution de l’effet de l’antivitamine K par augmentation de son métabolisme hépatique par l’aprépitant.
APREPITANT,CYPROTERONE,PRECAUTION_EMPLOI,"Risque de diminution des concentrations de la cyprotérone avec risque de moindre efficacité contraceptive. Dans son utilisation comme contraceptif hormonal : Utiliser une méthode de contraception fiable, additionnelle ou alternative, pendant la durée de l'association."
APREPITANT,ESTROPROGESTATIFS CONTRACEPTIFS,PRECAUTION_EMPLOI,"Diminution de l’efficacité contraceptive par augmentation du métabolisme hépatique du contraceptif hormonal par l'aprépitant. Utiliser une méthode additionnelle de type mécanique (préservatif) pendant la durée de l’association, et un cycle suivant l’arrêt de l’aprépitant."
APREPITANT,IFOSFAMIDE,A_PRENDRE_EN_COMPTE,Risque d’augmentation de la neurotoxicité de l’ifosfamide.
APREPITANT,ITRACONAZOLE,A_PRENDRE_EN_COMPTE,Augmentation des concentrations d’aprépitant par diminution de son métabolisme hépatique par l’itraconazole.
APREPITANT,PIMOZIDE,CONTRE_INDICATION,"Risque majoré de troubles du rythme ventriculaire, notamment de torsades de pointes."
APREPITANT,PROGESTATIFS CONTRACEPTIFS,PRECAUTION_EMPLOI,"(Sauf stérilet), diminution des concentrations du progestatif, avec risque de moindre efficacité contraceptive. Utiliser de préférence une autre méthode contraceptive, en particulier de type mécanique, pendant la durée de l'association et un cycle suivant."
APREPITANT,RIFAMPICINE,DECONSEILLEE,Diminution très importante des concentrations d'aprépitant.
ARIPIPRAZOLE,NEUROLEPTIQUES ANTIPSYCHOTIQUES,A_PRENDRE_EN_COMPTE,"Risque de moindre efficacité, notamment de l’aripiprazole, suite à l’antagonisme des récepteurs dopaminergiques par le neuroleptique."
ATALUREN,AMINOSIDES,CONTRE_INDICATION,Risque de potentialisation de la toxicité rénale de l’aminoside.
ATAZANAVIR,ANTISÉCRÉTOIRES ANTIHISTAMINIQUES H2,A_PRENDRE_EN_COMPTE,Risque de diminution des concentrations plasmatiques de l'atazanavir.
ATAZANAVIR,BICTÉGRAVIR,DECONSEILLEE,Quadruplement des concentrations de bictégravir.
ATAZANAVIR,BUPRENORPHINE,A_PRENDRE_EN_COMPTE,"Risque de majoration ou de diminution des effets de la buprénorphine, à la fois par inhibition et accélération de son métabolisme par l’inhibiteur de protéases."
ATAZANAVIR,CLARITHROMYCINE,PRECAUTION_EMPLOI,"Augmentation des concentrations plasmatiques de clarithromycine et inhibition de la formation de son métabolite actif. Surveillance clinique et biologique régulière, notamment en début d'association."
ATAZANAVIR,EFAVIRENZ,DECONSEILLEE,"Risque de baisse de l’efficacité de l’atazanavir par augmentation de son métabolisme hépatique. Si l’association s’avère nécessaire, adaptation posologique de l’atazanavir avec surveillance clinique et biologique régulière, notamment en début d’association."
ATAZANAVIR,ETRAVIRINE,DECONSEILLEE,Risque de diminution des concentrations plasmatiques d’atazanavir par l’étravirine.
ATAZANAVIR,GLÉCAPRÉVIR + PIBRENTASVIR,CONTRE_INDICATION,Augmentation de l’hépatotoxicité avec la bithérapie.
ATAZANAVIR,LÉNACAPAVIR,DECONSEILLEE,"Lorsqu’il est associé au cobicistat, l’atazanavir provoque une augmentation très importante des concentrations de lénacapavir."
ATAZANAVIR,NEVIRAPINE,DECONSEILLEE,"Risque de baisse de l’efficacité de l’atazanavir par augmentation de son métabolisme hépatique. Si l’association s’avère nécessaire, adaptation posologique de l’atazanavir avec surveillance clinique et biologique régulière, notamment en début d’association."
ATORVASTATINE,APALUTAMIDE,DECONSEILLEE,"Risque de diminution très importante des concentrations de l'atorvastatine, et perte d‘efficacité, par augmentation de son métabolisme hépatique par l’apalutamide."
ATORVASTATINE,AZITHROMYCINE,PRECAUTION_EMPLOI,"Risque majoré d'effets indésirables (concentration-dépendants) à type de rhabdomyolyse, par diminution du métabolisme hépatique Utiliser des doses plus faibles d’hypocholestérolémiant ou une autre de l'hypocholestérolémiant. statine non concernée par ce type d’interaction."
ATORVASTATINE,CICLOSPORINE,PRECAUTION_EMPLOI,"Risque majoré d'effets indésirables (concentration-dépendants) à type de rhabdomyolyse (diminution du métabolisme de Ne pas dépasser la posologie de 10mg/jour d'atorvastatine. Si l'objectif l'hypocholestérolémiant). thérapeutique n'est pas atteint à cette posologie, utiliser une autre statine non concernée par ce type d'interaction."
ATORVASTATINE,CLARITHROMYCINE,PRECAUTION_EMPLOI,"Risque majoré d'effets indésirables (concentration-dépendants) à type de rhabdomyolyse, par diminution du métabolisme hépatique Utiliser des doses plus faibles d'hypocholestérolémiant. Si l'objectif de l'hypocholesterolémiant. thérapeutique n'est pas atteint, utiliser une autre statine non concernée par ce type d'interaction."
ATORVASTATINE,DILTIAZEM,PRECAUTION_EMPLOI,"Risque majoré d'effets indésirables (concentration-dépendants) à type de rhabdomyolyse, par diminution du métabolisme hépatique Utiliser des doses plus faibles d’hypocholestérolémiant ou une autre de l'hypocholestérolémiant. statine non concernée par ce type d’interaction."
ATORVASTATINE,ERYTHROMYCINE,PRECAUTION_EMPLOI,"Risque majoré d'effets indésirables (concentration-dépendants) à type de rhabdomyolyse, par diminution du métabolisme hépatique Utiliser des doses plus faibles d'hypocholestérolémiant. Si l'objectif de l'hypocholesterolémiant. thérapeutique n'est pas atteint, utiliser une autre statine non concernée par ce type d'interaction."
ATORVASTATINE,FLUCONAZOLE,PRECAUTION_EMPLOI,"Risque majoré d'effets indésirables concentration-dépendants à type de rhabdomyolyse (diminution du métabolisme hépatique de la Utiliser des doses plus faibles de l'hypocholestérolémiant. Si l'objectif statine). thérapeutique n'est pas atteint, utiliser une autre statine non concernée par ce type d'interaction."
ATORVASTATINE,GLÉCAPRÉVIR + PIBRENTASVIR,CONTRE_INDICATION,"Augmentation importante des concentrations plasmatiques d’atorvastatine par la bithérapie, avec risque majoré d’effets indésirables (concentration-dépendants) à type de rhabdomyolyses."
ATORVASTATINE,ITRACONAZOLE,CONTRE_INDICATION,Risque majoré d'effets indésirables (concentration-dépendants) à type de rhabdomyolyse (diminution du métabolisme hépatique de l'atorvastatine).
ATORVASTATINE,KETOCONAZOLE,CONTRE_INDICATION,Risque majoré d'effets indésirables (concentration-dépendants) à type de rhabdomyolyse (diminution du métabolisme hépatique de l'atorvastatine).
ATORVASTATINE,OMBITASVIR + PARITAPRÉVIR,CONTRE_INDICATION,Augmentation des concentrations plasmatiques de l'atorvastatine par diminution de son métabolisme hépatique par la bithérapie.
ATOVAQUONE,EFAVIRENZ,DECONSEILLEE,Diminution des concentrations plasmatiques d'atovaquone par l'inducteur enzymatique.
ATOVAQUONE,RIFABUTINE,A_PRENDRE_EN_COMPTE,Diminution modérée des concentrations plasmatiques d'atovaquone par l'inducteur enzymatique.
ATOVAQUONE,RIFAMPICINE,DECONSEILLEE,Diminution des concentrations plasmatiques d'atovaquone par l'inducteur enzymatique.
AVANAFIL,PAMPLEMOUSSE,DECONSEILLEE,"Augmentation des concentrations plasmatiques de l'avanafil, avec risque d’hypotension."
AZITHROMYCINE,ATORVASTATINE,PRECAUTION_EMPLOI,"Risque majoré d'effets indésirables (concentration-dépendants) à type de rhabdomyolyse, par diminution du métabolisme hépatique Utiliser des doses plus faibles d’hypocholestérolémiant ou une autre de l'hypocholestérolémiant. statine non concernée par ce type d’interaction."
AZITHROMYCINE,CICLOSPORINE,PRECAUTION_EMPLOI,"Risque d'augmentation des concentrations sanguines de ciclosporine et de la créatininémie. Dosage des concentrations sanguines de la ciclosporine, contrôle de la fonction rénale et adaptation de la posologie pendant l'association et après l'arrêt du macrolide."
AZITHROMYCINE,IVABRADINE,PRECAUTION_EMPLOI,"Risque majoré de troubles du rythme ventriculaires, notamment de torsades de pointes. De plus, risque d'augmentation des Surveillance clinique et ECG pendant l’association. concentrations plasmatiques de l’ivabradine par augmentation de son absorption par l’azithromycine."
AZITHROMYCINE,SIMVASTATINE,PRECAUTION_EMPLOI,"Risque majoré d'effets indésirables (concentration-dépendants) à type de rhabdomyolyse, par diminution du métabolisme hépatique Utiliser des doses plus faibles d’hypocholestérolémiant ou une autre de l'hypocholestérolémiant. statine non concernée par ce type d’interaction."
AZTREONAM,VALPROMIDE,PRECAUTION_EMPLOI,"Risque de survenue de crises convulsives, par diminution des concentrations plasmatiques de l'acide valproïque. Surveillance clinique, dosages plasmatiques et adaptation éventuelle de la posologie de l'anticonvulsivant pendant le traitement par l'anti- infectieux et après son arrêt."
BACLOFENE,LEVODOPA,A_PRENDRE_EN_COMPTE,"Risque d’aggravation du syndrome parkinsonien ou d’effets indésirables centraux (hallucinations visuelles, état confusionnel, céphalées)."
BARBITURIQUES,BENZODIAZÉPINES ET APPARENTÉS,A_PRENDRE_EN_COMPTE,"Risque majoré de sédation et de dépression respiratoire pouvant entraîner coma et décès, notamment chez le sujet âgé. Il convient de limiter autant que possible les doses et la durée de l’association."
BARBITURIQUES,MORPHINIQUES,A_PRENDRE_EN_COMPTE,"Risque majoré de sédation et de dépression respiratoire pouvant entraîner coma et décès, notamment chez le sujet âgé. Il convient de limiter autant que possible les doses et la durée de l’association."
BARBITURIQUES,OXYBATE DE SODIUM,CONTRE_INDICATION,"Risque majoré de dépression respiratoire, pouvant être fatale en cas de surdosage."
BENZODIAZÉPINES ET APPARENTÉS,BARBITURIQUES,A_PRENDRE_EN_COMPTE,"Risque majoré de sédation et de dépression respiratoire pouvant entraîner coma et décès, notamment chez le sujet âgé. Il convient de limiter autant que possible les doses et la durée de l’association."
BENZODIAZÉPINES ET APPARENTÉS,BUPRENORPHINE,A_PRENDRE_EN_COMPTE,"Avec la buprénorphine utilisée en traitement de substitution : risque majoré de dépression respiratoire, pouvant être fatale. Evaluer attentivement le rapport bénéfice/risque de cette association. Informer le patient de la nécessité de respecter les doses prescrites."
BENZODIAZÉPINES ET APPARENTÉS,CLOZAPINE,A_PRENDRE_EN_COMPTE,Risque accru de collapsus avec arrêt respiratoire et / ou cardiaque.
BENZODIAZÉPINES ET APPARENTÉS,MORPHINIQUES,A_PRENDRE_EN_COMPTE,"Risque majoré de sédation et de dépression respiratoire pouvant entraîner coma et décès, notamment chez le sujet âgé. Il convient de limiter autant que possible les doses et la durée de l’association."
BÊTA-2 MIMÉTIQUES,BÊTA-BLOQUANTS NON CARDIO-SÉLECTIFS,A_PRENDRE_EN_COMPTE,Risque de moindre efficacité réciproque par antagonisme pharmacodynamique.
BÊTA-2 MIMÉTIQUES,HALOTHANE,DECONSEILLEE,"En cas d'intervention obstétricale, majoration de l'inertie utérine avec risque hémorragique ; par ailleurs, troubles du rythme Interrompre le traitement par bêta-2 mimétiques si l'anesthésie doit se ventriculaires graves, par augmentation de la réactivité cardiaque. faire sous halothane."
BÊTA-2 MIMÉTIQUES,INSULINE,PRECAUTION_EMPLOI,Elévation de la glycémie par le bêta-2 mimétique. Renforcer la surveillance sanguine et urinaire.
